"Amount.Requested","Amount.Funded.By.Investors","Interest.Rate","Loan.Length","Loan.Purpose","Debt.To.Income.Ratio","State","Home.Ownership","Monthly.Income","FICO.Range","Open.CREDIT.Lines","Revolving.CREDIT.Balance","Inquiries.in.the.Last.6.Months","Employment.Length"
5825,5825,0.1212,"36 months","home_improvement",0.04,"arkansas","OWN",3750,"690-694",4,5643,0,"1 year"
2500,2500,0.1531,"36 months","home_improvement",0.2281,"virginia","RENT",2530,"670-674",7,5276,6,"< 1 year"
7200,7200,0.1991,"60 months","other",0.02,"new york","RENT",5500,"660-664",13,2130,0,"9 years"
8000,8000,0.1433,"36 months","other",0.1185,"maryland","RENT",3941.58,"670-674",15,9660,0,"2 years"
25000,24675,0.2077,"60 months","home_improvement",0.1912,"texas","MORTGAGE",6000,"665-669",17,12757,2,"10+ years"
2500,2500,0.1409,"36 months","medical",0.2095,"new york","RENT",2666.67,"665-669",9,15787,0,"n/a"
20000,2050,0.1284,"36 months","home_improvement",0.0149,"michigan","MORTGAGE",3500,"750-754",6,1954,5,"2 years"
6250,6250,0.1311,"36 months","debt_consolidation",0.2861,"connecticut","RENT",1779.17,"720-724",19,7455,1,"3 years"
12375,12375,0.1367,"36 months","debt_consolidation",0.2242,"kansas","MORTGAGE",2083.33,"680-684",8,12226,0,"3 years"
18000,18000,0.1016,"36 months","debt_consolidation",0.1671,"new york","MORTGAGE",6666.67,"685-689",16,19850,1,"6 years"
3300,3300,0.0699,"36 months","other",0.2004,"illinois","RENT",3333.33,"760-764",10,0,2,"1 year"
21000,21000,0.1849,"60 months","other",0.164,"texas","MORTGAGE",8833.33,"700-704",11,29293,0,"1 year"
24575,24575,0.1629,"36 months","debt_consolidation",0.196,"georgia","MORTGAGE",5250,"695-699",8,20858,2,"10+ years"
5000,4900,0.0774,"36 months","other",0.144,"ohio","RENT",5166.67,"750-754",8,15489,1,"10+ years"
20000,20000,0.1629,"36 months","debt_consolidation",0.2359,"michigan","MORTGAGE",5833.33,"680-684",14,12696,1,"< 1 year"
13250,13250,0.0662,"36 months","debt_consolidation",0.2864,"illinois","MORTGAGE",5750,"750-754",12,7174,3,"8 years"
10000,9975,0.0859,"36 months","major_purchase",0.0285,"pennsylvania","MORTGAGE",10167,"790-794",9,16,3,"10+ years"
20000,19950,0.1075,"36 months","debt_consolidation",0.1137,"new york","RENT",8416.67,"740-744",10,12283,0,"3 years"
10000,10000,0.0849,"36 months","debt_consolidation",0.1358,"florida","MORTGAGE",4166.67,"715-719",8,8455,0,"10+ years"
12000,12000,0.1212,"36 months","debt_consolidation",0.1466,"florida","MORTGAGE",5000,"710-714",11,13235,2,"2 years"
8000,7950,0.079,"36 months","home_improvement",0.1254,"illinois","MORTGAGE",3500,"725-729",8,6834,2,"5 years"
11000,10950,0.0894,"36 months","credit_card",0.2238,"alaska","MORTGAGE",4200,"760-764",6,8694,4,"7 years"
12500,12425,0.0749,"36 months","debt_consolidation",0.1407,"maryland","RENT",8237.5,"730-734",15,13261,0,"6 years"
4825,4825,0.1016,"36 months","debt_consolidation",0.1489,"utah","RENT",2400,"705-709",14,6109,1,"1 year"
7550,7550,0.1689,"36 months","other",0.2194,"alabama","RENT",2880,"670-674",2,1989,1,"8 years"
8000,7827.03,0.1435,"36 months","other",0.2035,"new york","RENT",4000,"675-679",7,2082,0,"4 years"
6000,6000,0.1409,"36 months","debt_consolidation",0.1572,"kansas","RENT",5083.33,"670-674",11,10373,0,"4 years"
8000,8000,0.1557,"60 months","major_purchase",0.0238,"illinois","RENT",5291.67,"700-704",4,1252,6,"5 years"
3000,3000,0.1459,"36 months","debt_consolidation",0.242,"illinois","MORTGAGE",5000,"665-669",6,5527,1,"5 years"
8000,7997.79,0.1629,"36 months","debt_consolidation",0.1576,"new york","RENT",3750,"665-669",8,7374,1,"6 years"
8400,8400,0.0599,"36 months","credit_card",0.087,"texas","OWN",3000,"750-754",6,6215,0,"2 years"
35000,35000,0.1465,"36 months","medical",0.122,"massachusetts","MORTGAGE",14166.67,"720-724",7,103354,0,"8 years"
15000,15000,0.079,"36 months","credit_card",0.2154,"new york","OWN",5000,"730-734",8,21555,0,"2 years"
24000,23665.54,0.0962,"60 months","debt_consolidation",0.1741,"district of columbia","RENT",7695.08,"805-809",6,1502,0,"9 years"
21000,20975,0.205,"60 months","debt_consolidation",0.1842,"new york","MORTGAGE",8083.33,"680-684",11,31080,2,"5 years"
6000,6000,0.0762,"36 months","debt_consolidation",0.0933,"california","RENT",8315.67,"730-734",8,6239,0,"2 years"
4500,4500,0.0691,"36 months","major_purchase",0.0058,"maryland","MORTGAGE",65000,"725-729",7,3015,4,"7 years"
29000,29000,0.1777,"36 months","debt_consolidation",0.157,"massachusetts","RENT",7666.67,"695-699",11,23319,0,"2 years"
20000,20000,0.1531,"36 months","debt_consolidation",0.2735,"california","RENT",5250,"690-694",11,11343,1,"6 years"
7000,7000,0.1016,"36 months","debt_consolidation",0.1076,"illinois","MORTGAGE",4341.67,"695-699",11,13638,0,"7 years"
5000,4950,0.1036,"36 months","other",0.0051,"new jersey","RENT",2916.67,"715-719",2,165,2,"3 years"
6000,6000,0.1727,"36 months","debt_consolidation",0.0691,"illinois","MORTGAGE",4025.67,"665-669",6,6652,2,"5 years"
10000,10000,0.1527,"36 months","wedding",0.0402,"illinois","RENT",4480,"670-674",9,7614,2,"1 year"
3200,3200,0.1749,"36 months","other",0.0137,"arkansas","RENT",2917,"665-669",4,1427,1,"< 1 year"
23000,23000,0.1777,"36 months","debt_consolidation",0.2584,"maryland","MORTGAGE",6625,"685-689",17,19870,1,"3 years"
3000,3000,0.1269,"36 months","debt_consolidation",0.0312,"california","RENT",2083.33,"715-719",3,844,0,"3 years"
12000,11975,0.1074,"60 months","debt_consolidation",0.1763,"virginia","RENT",3500,"715-719",11,18808,0,"5 years"
20000,19975,0.1399,"60 months","debt_consolidation",0.312,"new york","RENT",4166.67,"720-724",9,8810,0,"6 years"
1200,1200,0.158,"36 months","debt_consolidation",0.2714,"michigan","RENT",2166.67,"665-669",9,9076,1,"3 years"
8000,8000,0.0662,"36 months","credit_card",0.049,"florida","MORTGAGE",3000,"780-784",5,6084,1,"n/a"
10000,9975,0.1649,"60 months","credit_card",0.177,"illinois","MORTGAGE",5416.67,"705-709",10,41329,0,"10+ years"
11000,11000,0.1306,"36 months","other",0.2242,"north carolina","MORTGAGE",7916.67,"690-694",9,34314,1,"< 1 year"
18000,18000,0.1629,"36 months","credit_card",0.1762,"california","MORTGAGE",5250,"670-674",11,9379,1,"5 years"
24000,23975,0.1749,"60 months","small_business",0.0896,"oregon","RENT",5000,"705-709",4,323,1,"10+ years"
8000,7925,0.1875,"60 months","other",0.0992,"washington","MORTGAGE",5002.33,"675-679",7,8421,1,"10+ years"
6000,6000,0.1171,"36 months","other",0.2145,"michigan","RENT",3100,"685-689",18,10426,0,"2 years"
35000,34950,0.1727,"36 months","debt_consolidation",0.2274,"california","RENT",6750,"675-679",15,24626,1,"10+ years"
1000,750,0.1036,"36 months","renewable_energy",0,"georgia","MORTGAGE",1800,"730-734",2,0,1,"< 1 year"
10000,10000,0.1531,"36 months","credit_card",0.2771,"california","RENT",3750,"680-684",19,19385,1,"3 years"
6000,6000,0.158,"36 months","medical",0.0794,"new york","RENT",5000,"670-674",7,14784,1,"10+ years"
4000,4000,0.0603,"36 months","car",0.1303,"california","RENT",2916.67,"750-754",7,2860,0,"5 years"
20000,20000,0.1171,"60 months","debt_consolidation",0.1098,"illinois","MORTGAGE",5416.67,"745-749",10,20836,0,"10+ years"
24000,24000,0.1999,"60 months","debt_consolidation",0.0348,"arizona","RENT",8333.33,"690-694",8,8224,1,"5 years"
8000,8000,0.1409,"36 months","debt_consolidation",0.1431,"california","RENT",3500,"690-694",7,5074,2,"4 years"
12000,12000,0.0662,"36 months","credit_card",0.1388,"massachusetts","MORTGAGE",7125,"775-779",15,20639,1,"5 years"
17600,17600,0.089,"36 months","debt_consolidation",0.1658,"colorado","MORTGAGE",4166.67,"750-754",8,235,1,"8 years"
5000,512.46,0.1292,"36 months","debt_consolidation",0.1629,"california","RENT",3333,"665-669",11,14244,2,"2 years"
8000,8000,0.1867,"60 months","educational",0.0556,"california","RENT",2500,"660-664",5,5770,2,"6 years"
10000,9850,0.0988,"36 months","debt_consolidation",0.1704,"kentucky","MORTGAGE",4500,"730-734",8,6948,2,"4 years"
16800,16800,0.0662,"36 months","debt_consolidation",0.0387,"south carolina","OWN",16083.33,"800-804",5,13470,1,"8 years"
6500,6450,0.1038,"60 months","home_improvement",0.0686,"kentucky","MORTGAGE",2738.67,"755-759",10,2345,1,"8 years"
35000,35000,0.079,"36 months","home_improvement",0.207,"texas","MORTGAGE",12083.33,"790-794",10,28864,0,"10+ years"
9950,9950,0.1433,"36 months","debt_consolidation",0.0419,"new jersey","MORTGAGE",4800,"685-689",9,5038,1,"5 years"
5000,5000,0.0991,"36 months","debt_consolidation",0.2877,"ohio","RENT",3166.67,"750-754",3,0,1,"n/a"
10000,10000,0.1905,"60 months","debt_consolidation",0.2839,"florida","RENT",3726.67,"695-699",23,10067,2,"5 years"
6000,6000,0.1311,"36 months","debt_consolidation",0.1997,"pennsylvania","MORTGAGE",5833.33,"685-689",6,5523,1,"1 year"
35000,35000,0.079,"36 months","debt_consolidation",0.2027,"virginia","MORTGAGE",12083.33,"770-774",15,35242,0,"10+ years"
5600,5600,0.079,"36 months","debt_consolidation",0.1654,"florida","RENT",1916.67,"705-709",8,3373,0,"5 years"
17000,17000,0.079,"36 months","small_business",0.0643,"new jersey","RENT",6250,"795-799",4,1352,3,"6 years"
15000,15000,0.1299,"60 months","debt_consolidation",0.1745,"new york","RENT",5666.67,"715-719",13,10855,0,"3 years"
3000,3000,0.1114,"36 months","small_business",0.017,"new york","MORTGAGE",7750,"685-689",7,874,0,"10+ years"
12000,12000,0.1777,"36 months","credit_card",0.0986,"massachusetts","RENT",3083.33,"665-669",10,4390,0,"4 years"
25000,25000,0.1427,"36 months","debt_consolidation",0.1459,"massachusetts","MORTGAGE",9000,"705-709",11,22364,3,"7 years"
31075,31050,0.2049,"36 months","credit_card",0.2618,"massachusetts","OWN",6000,"660-664",20,27221,2,"10+ years"
4750,4750,0.1433,"60 months","debt_consolidation",0.2348,"south carolina","RENT",1500,"740-744",11,1687,3,"< 1 year"
6400,6375,0.1171,"36 months","credit_card",0.1488,"virginia","RENT",4166.67,"680-684",7,15055,0,"1 year"
25000,25000,0.0991,"36 months","debt_consolidation",0.1538,"florida","RENT",5500,"730-734",9,11395,0,"3 years"
5000,4975,0.0603,"36 months","major_purchase",0.0643,"pennsylvania","MORTGAGE",12083.33,"785-789",10,792,0,"5 years"
12000,12000,0.1199,"60 months","home_improvement",0.043,"georgia","MORTGAGE",3583.33,"755-759",5,3942,2,"2 years"
20000,20000,0.1972,"36 months","debt_consolidation",0.1374,"virginia","MORTGAGE",7965,"665-669",18,18809,1,"7 years"
10000,10000,0.1596,"36 months","debt_consolidation",0.1309,"california","RENT",4416.67,"665-669",9,23870,1,"10+ years"
9750,9750,0.2049,"36 months","other",0.1055,"washington","RENT",3033.33,"660-664",13,8688,1,"4 years"
10000,10000,0.1409,"36 months","debt_consolidation",0.1502,"rhode island","MORTGAGE",6000,"685-689",13,8178,0,"8 years"
3000,2057.84,0.1046,"36 months","small_business",0.0434,"illinois","OWN",4350,"680-684",3,8414,4,"10+ years"
25000,25000,0.1972,"60 months","debt_consolidation",0.0131,"minnesota","MORTGAGE",5666.67,"700-704",6,92,0,"10+ years"
5000,5000,0.1422,"36 months","other",0.1873,"california","MORTGAGE",8583,"670-674",9,8097,1,"1 year"
6500,6500,0.0579,"36 months","credit_card",0.2284,"texas","MORTGAGE",6400,"730-734",11,7435,0,"8 years"
8325,8325,0.1531,"36 months","debt_consolidation",0.1522,"new york","RENT",2916.67,"670-674",13,7171,0,"4 years"
20000,20000,0.1531,"60 months","small_business",0.1394,"florida","MORTGAGE",8333.33,"710-714",15,22246,0,"10+ years"
12000,12000,0.1212,"36 months","credit_card",0.2032,"alabama","MORTGAGE",5166.67,"710-714",9,10054,1,"4 years"
9500,9475,0.1038,"60 months","small_business",0.1364,"new mexico","MORTGAGE",5000,"755-759",10,46358,0,"10+ years"
12000,11862.38,0.0579,"60 months","debt_consolidation",0.2213,"wisconsin","MORTGAGE",4166.67,"780-784",12,14464,1,"10+ years"
7200,7200,0.1149,"60 months","debt_consolidation",0.1678,"california","RENT",2944,"715-719",11,5459,0,"6 years"
8500,8500,0.1016,"36 months","credit_card",0.1123,"nevada","MORTGAGE",6091.83,"710-714",18,10568,0,"3 years"
17475,17475,0.1905,"60 months","debt_consolidation",0.2295,"illinois","MORTGAGE",4583.33,"685-689",13,15852,3,"10+ years"
10000,10000,0.1212,"36 months","home_improvement",0.1349,"texas","MORTGAGE",3113.83,"690-694",9,6634,0,"4 years"
18000,17975,0.2247,"60 months","house",0.0192,"florida","RENT",4583.33,"660-664",6,4243,3,"7 years"
4800,4775,0.0542,"36 months","medical",0.2017,"new hampshire","MORTGAGE",7466.83,"785-789",19,13461,2,"4 years"
5000,5000,0.079,"36 months","wedding",0.1644,"north carolina","MORTGAGE",2298.75,"720-724",10,12346,0,"10+ years"
20000,19925,0.1212,"36 months","credit_card",0.1032,"texas","RENT",3750,"720-724",6,15762,0,"2 years"
12300,12300,0.1531,"36 months","debt_consolidation",0.1926,"ohio","MORTGAGE",5000,"710-714",13,4460,2,"10+ years"
28000,27950,0.2278,"60 months","debt_consolidation",0.1029,"louisiana","MORTGAGE",6125,"675-679",11,18101,2,"5 years"
1675,1675,0.1111,"36 months","debt_consolidation",0.0481,"california","RENT",2080,"690-694",4,1466,0,"3 years"
7500,7500,0.1704,"36 months","car",0.0492,"california","RENT",4000,"685-689",3,8398,0,"7 years"
9200,9200,0.1261,"36 months","debt_consolidation",0.1542,"wisconsin","MORTGAGE",12833.33,"675-679",12,17391,0,"2 years"
8000,8000,0.158,"36 months","credit_card",0.1076,"oklahoma","MORTGAGE",4583.33,"675-679",13,4084,3,"2 years"
5000,5000,0.1099,"36 months","moving",0.2325,"new jersey","RENT",2000,"690-694",8,8339,0,"< 1 year"
19125,19125,0.1825,"60 months","other",0.1569,"california","OWN",3333.33,"690-694",8,7858,0,"5 years"
5075,5050,0.0599,"36 months","debt_consolidation",0.201,"pennsylvania","MORTGAGE",5000,"790-794",9,269,3,"3 years"
7000,6975,0.0962,"36 months","debt_consolidation",0.2269,"illinois","MORTGAGE",3275,"710-714",8,14075,1,"9 years"
5000,5000,0.1212,"36 months","debt_consolidation",0.1697,"washington","MORTGAGE",6800,"675-679",16,25524,0,"10+ years"
35000,33500,0.1349,"60 months","small_business",0.1063,"arizona","MORTGAGE",15583.33,"760-764",10,9,1,"6 years"
2225,2225,0.1465,"36 months","credit_card",0.2409,"west virginia","MORTGAGE",3250,"670-674",9,26854,1,"n/a"
4000,4000,0.1016,"36 months","major_purchase",0.0458,"illinois","RENT",3168,"715-719",5,6916,2,"< 1 year"
16000,16000,0.079,"36 months","debt_consolidation",0.0223,"california","MORTGAGE",7083.33,"740-744",11,3076,0,"5 years"
15500,15500,0.1777,"36 months","debt_consolidation",0.276,"virginia","OWN",3333.33,"675-679",10,8692,0,"4 years"
16000,16000,0.1311,"60 months","debt_consolidation",0.1488,"oklahoma","MORTGAGE",7916.67,"695-699",9,22918,2,"10+ years"
9000,9000,0.1306,"60 months","debt_consolidation",0.0574,"california","RENT",3678.08,"710-714",8,7556,2,"4 years"
20000,18275,0.1649,"60 months","wedding",0.2458,"texas","MORTGAGE",6000,"710-714",14,12231,3,"3 years"
20000,19900,0.1817,"60 months","credit_card",0.0972,"california","MORTGAGE",10000,"685-689",8,106527,0,"10+ years"
30000,30000,0.2278,"60 months","debt_consolidation",0.2471,"california","RENT",6041.67,"690-694",12,39144,0,"1 year"
10000,10000,0.1059,"36 months","debt_consolidation",0.0743,"california","RENT",3833.33,"735-739",3,10187,0,"10+ years"
14000,14000,0.1905,"36 months","credit_card",0.3102,"illinois","MORTGAGE",5000,"660-664",15,12728,3,"7 years"
18000,18000,0.1531,"60 months","other",0.2293,"florida","RENT",5734.08,"710-714",13,2819,0,"4 years"
10000,10000,0.0662,"36 months","debt_consolidation",0.1905,"washington","MORTGAGE",5208.33,"740-744",8,28302,0,"10+ years"
25975,25975,0.1311,"60 months","house",0.1551,"washington","MORTGAGE",4583.33,"735-739",6,3607,0,"9 years"
10350,10350,0.1409,"36 months","car",0.2046,"new york","RENT",3333.33,"690-694",10,10841,1,"1 year"
10850,10850,0.1777,"36 months","debt_consolidation",0.339,"pennsylvania","OWN",2708.33,"660-664",7,9577,0,"8 years"
4075,4075,0.0542,"36 months","home_improvement",0.2341,"north carolina","MORTGAGE",3750,"770-774",6,34103,1,"6 years"
14500,10168.89,0.1075,"60 months","credit_card",0.1426,"california","MORTGAGE",3584.62,"755-759",6,18555,0,"10+ years"
12000,12000,0.1016,"36 months","debt_consolidation",0.2748,"virginia","MORTGAGE",5000,"710-714",12,10490,0,"7 years"
1000,1000,0.2295,"36 months","other",0.1978,"new york","RENT",884.9,"665-669",4,5561,0,"n/a"
5900,5900,0.1311,"36 months","debt_consolidation",0.1419,"florida","MORTGAGE",3010,"700-704",8,5921,0,"10+ years"
9950,9925,0.1311,"36 months","debt_consolidation",0.2421,"michigan","MORTGAGE",2500,"705-709",17,16618,1,"10+ years"
7200,7200,0.0603,"36 months","debt_consolidation",0.1727,"new york","MORTGAGE",3416.67,"790-794",14,4838,0,"10+ years"
14750,14750,0.1677,"60 months","debt_consolidation",0.1732,"new mexico","MORTGAGE",2500,"685-689",8,11003,1,"8 years"
20000,20000,0.1491,"36 months","debt_consolidation",0.1943,"virginia","MORTGAGE",6250,"715-719",12,14308,1,"5 years"
18400,18375,0.1942,"60 months","debt_consolidation",0.2253,"virginia","MORTGAGE",7400,"705-709",14,10439,2,"10+ years"
7200,4167.97,0.1411,"36 months","other",0.1362,"pennsylvania","OWN",3583,"700-704",3,1621,1,"1 year"
18000,17994.17,0.1399,"60 months","debt_consolidation",0.0213,"pennsylvania","MORTGAGE",4364.58,"725-729",9,1721,3,"3 years"
8000,8000,0.1212,"36 months","debt_consolidation",0.2498,"massachusetts","RENT",3166.67,"690-694",10,5428,0,"10+ years"
4000,4000,0.089,"36 months","small_business",0.1316,"california","MORTGAGE",5166.67,"720-724",9,7171,2,"3 years"
6000,6000,0.1311,"36 months","debt_consolidation",0.181,"new york","RENT",3750,"690-694",18,14468,3,"7 years"
6250,6100,0.1025,"36 months","debt_consolidation",0.1804,"florida","MORTGAGE",2400,"720-724",5,14863,0,"10+ years"
5375,5375,0.1409,"36 months","car",0.1505,"texas","MORTGAGE",5416.67,"685-689",13,4087,2,"1 year"
8875,8875,0.1531,"36 months","debt_consolidation",0.149,"south carolina","RENT",2302,"665-669",8,10008,0,"n/a"
7000,7000,0.1065,"36 months","debt_consolidation",0.0738,"california","RENT",3333.33,"700-704",7,12168,0,"< 1 year"
12000,12000,0.1531,"36 months","debt_consolidation",0.2183,"virginia","RENT",6416.67,"680-684",20,11583,2,"2 years"
21250,21250,0.1875,"36 months","credit_card",0.2653,"louisiana","OWN",4500,"670-674",15,25287,2,"10+ years"
3600,3600,0.1972,"60 months","car",0.2222,"kansas","MORTGAGE",3200,"680-684",13,11702,0,"< 1 year"
12000,12000,0.1433,"36 months","debt_consolidation",0.282,"kentucky","MORTGAGE",3333.33,"670-674",11,10727,0,"10+ years"
10050,10050,0.1433,"36 months","credit_card",0.1648,"california","RENT",2500,"690-694",7,13337,2,"< 1 year"
4025,4025,0.089,"36 months","credit_card",0.1532,"california","MORTGAGE",5000,"700-704",12,15943,0,"8 years"
5000,5000,0.0662,"36 months","debt_consolidation",0.012,"georgia","RENT",5000,"780-784",8,531,1,"2 years"
16500,16400,0.1171,"60 months","small_business",0.1207,"ohio","MORTGAGE",2750,"775-779",11,2316,1,"4 years"
10000,10000,0.0729,"36 months","home_improvement",0.0794,"california","MORTGAGE",5833.33,"735-739",12,3181,0,"8 years"
10000,10000,0.0603,"36 months","debt_consolidation",0.2466,"ohio","MORTGAGE",2940.25,"755-759",8,5904,0,"10+ years"
10000,10000,0.089,"36 months","credit_card",0.2266,"minnesota","RENT",2083.33,"715-719",8,12724,0,"9 years"
18000,18000,0.079,"36 months","credit_card",0.1836,"georgia","RENT",5833.33,"730-734",16,12522,0,"< 1 year"
7000,7000,0.1629,"36 months","credit_card",0.2493,"texas","MORTGAGE",3833.33,"680-684",20,18792,3,"3 years"
